1,17.2.2013,9.4,9.4
2,18.2.2013,6.7,16.1
3,19.2.2013,2,18.1
4,20.2.2013,3.7,21.8
5,21.2.2013,13.1,34.9
6,22.2.2013,1.7,36.6
7,23.2.2013,32.2,68.8
8,24.2.2013,6,74.8
9,25.2.2013,153.4,228.2
10,26.2.2013,154.1,382.3
11,27.2.2013,8.9,391.2
12,28.2.2013,0.2,391.4
13,1.3.2013,1.9,393.3
